keyword,category,title,final_price,rating,reviews,platform,delivery,currency,is_emi,link
office chair ergonomic,office equipments,Dell office chair ergonomic Model 173,18061.0,4.3,4758.0,flipkart,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 351,37724.0,2.6,3723.0,reliance digital,5 Days,UNKNOWN,False,
power bank fast charging,other,Dell power bank fast charging Model 614,44089.0,,200.0,flipkart,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Nike office chair ergonomic Model 977,41365.0,3.8,1093.0,croma,Free Delivery,UNKNOWN,False,
microwave oven convection,other,LG microwave oven convection Model 911,15783.0,3.8,2230.0,amazon,5 Days,UNKNOWN,False,
microwave oven convection,other,HP microwave oven convection Model 190,36826.0,2.5,320.0,amazon,5 Days,UNKNOWN,False,
power bank fast charging,other,Philips power bank fast charging Model 994,36273.0,3.6,1514.0,reliance digital,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 796,7217.0,4.3,4830.0,reliance digital,2 Days,UNKNOWN,False,
men running shoes,fashion,Samsung men running shoes Model 565,33380.0,2.6,2274.0,reliance digital,5 Days,UNKNOWN,False,
power bank fast charging,other,Philips power bank fast charging Model 567,42951.0,4.2,2692.0,reliance digital,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Nike office chair ergonomic Model 620 ,23961.0,3.7,913.0,reliance digital,Free Delivery,UNKNOWN,False,
power bank fast charging,other,Philips power bank fast charging Model 275,49516.0,4.7,571.0,croma,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Boat office chair ergonomic Model 912,13315.0,2.7,3479.0,amazon,2 Days,UNKNOWN,False,
men running shoes,fashion,HP men running shoes Model 889 ,46591.0,5.0,4088.0,flipkart,5 Days,UNKNOWN,False,
microwave oven convection,other,Philips microwave oven convection Model 811,265610.0,4.3,4360.0,croma,2 Days,UNKNOWN,False,
air fryer india,other,Philips air fryer India Model 811,24354.0,2.7,3500.0,reliance digital,2 Days,UNKNOWN,False,
microwave oven convection,other,Puma microwave oven convection Model 599,25806.0,4.3,2331.0,flipkart,Free Delivery,UNKNOWN,False,
air fryer india,other,HP air fryer India Model 506,5202.0,3.6,2195.0,croma,2 Days,UNKNOWN,False,
microwave oven convection,other,Samsung microwave oven convection Model 571,10268.0,4.7,3228.0,flipkart,2 Days,UNKNOWN,False,
air fryer india,other,HP air fryer India Model 838,47909.0,4.6,2214.0,amazon,5 Days,UNKNOWN,False,
air fryer india,other,Puma air fryer India Model 766,5958.0,3.4,494.0,flipkart,2 Days,UNKNOWN,False,
men running shoes,fashion,Dell men running shoes Model 874,10730.0,2.5,1422.0,reliance digital,2 Days,UNKNOWN,False,
men running shoes,fashion,Philips men running shoes Model 202,14611.0,2.7,4839.0,croma,Free Delivery,UNKNOWN,False,
power bank fast charging,other,Boat power bank fast charging Model 718,32604.0,3.8,2491.0,croma,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Philips men running shoes Model 793,9884.0,3.1,1285.0,croma,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Dell office chair ergonomic Model 304,19464.0,,1826.0,amazon,5 Days,UNKNOWN,False,
microwave oven convection,other,Boat microwave oven convection Model 657,37648.0,3.6,249.0,croma,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 705,42565.0,,1017.0,amazon,Free Delivery,UNKNOWN,False,
power bank fast charging,other,LG power bank fast charging Model 718,39901.0,3.2,2296.0,reliance digital,5 Days,UNKNOWN,False,
power bank fast charging,other,Dell power bank fast charging Model 936,45006.0,4.1,3694.0,flipkart,5 Days,UNKNOWN,False,
microwave oven convection,other,Puma microwave oven convection Model 435,13475.0,4.5,1862.0,amazon,Free Delivery,UNKNOWN,False,
power bank fast charging,other,HP power bank fast charging Model 544,2627.0,4.7,512.0,amazon,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Boat office chair ergonomic Model 509,7810.0,2.9,3143.0,croma,2 Days,UNKNOWN,False,
air fryer india,other,HP air fryer India Model 624,999.0,4.3,1573.0,flipkart,2 Days,UNKNOWN,False,
power bank fast charging,other,Nike power bank fast charging Model 863,39057.0,4.1,1310.0,reliance digital,5 Days,UNKNOWN,False,
air fryer india,other,Samsung air fryer India Model 438,999.0,4.6,1497.0,flipkart,Free Delivery,UNKNOWN,False,
microwave oven convection,other,Nike microwave oven convection Model 798,13302.0,3.0,4736.0,croma,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,LG office chair ergonomic Model 482,27778.0,3.7,1253.0,flipkart,2 Days,UNKNOWN,False,
men running shoes,fashion,Dell men running shoes Model 980,26143.0,4.3,3563.0,amazon,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Samsung men running shoes Model 804 ,37654.0,2.9,4091.0,reliance digital,5 Days,UNKNOWN,False,
power bank fast charging,other,LG power bank fast charging Model 629,17478.0,3.8,835.0,reliance digital,2 Days,UNKNOWN,False,
air fryer india,other,Puma air fryer India Model 888,32658.0,3.4,3151.0,reliance digital,Free Delivery,UNKNOWN,False,
power bank fast charging,other,Sony power bank fast charging Model 453,33355.0,3.6,1888.0,amazon,5 Days,UNKNOWN,False,
air fryer india,other,Sony air fryer India Model 957,39483.0,3.6,3781.0,flipkart,2 Days,UNKNOWN,False,
air fryer india,other,Dell air fryer India Model 753,6992.0,4.4,1002.0,flipkart,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Sony office chair ergonomic Model 657,41830.0,3.5,660.0,reliance digital,2 Days,UNKNOWN,False,
microwave oven convection,other,Sony microwave oven convection Model 482,7782.0,3.3,2054.0,croma,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Philips office chair ergonomic Model 414,12081.0,3.2,1965.0,amazon,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Sony men running shoes Model 620,27675.0,2.8,2671.0,flipkart,2 Days,UNKNOWN,False,
men running shoes,fashion,LG men running shoes Model 675,8539.0,2.8,1189.0,reliance digital,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Nike office chair ergonomic Model 213 ,38033.0,3.0,2660.0,croma,Free Delivery,UNKNOWN,False,
microwave oven convection,other,HP microwave oven convection Model 317,36440.0,3.3,3468.0,reliance digital,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Nike office chair ergonomic Model 206,7079.0,3.8,3238.0,amazon,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,LG office chair ergonomic Model 859,44020.0,3.4,4622.0,reliance digital,Free Delivery,UNKNOWN,False,
power bank fast charging,other,HP power bank fast charging Model 880,48374.0,,2179.0,reliance digital,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Nike office chair ergonomic Model 716 ,6599.0,4.4,1617.0,flipkart,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Nike men running shoes Model 830,14871.0,4.6,187.0,amazon,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Boat office chair ergonomic Model 688,2783.0,3.1,1997.0,reliance digital,5 Days,UNKNOWN,False,
power bank fast charging,other,Philips power bank fast charging Model 262,20128.0,4.6,1331.0,reliance digital,2 Days,UNKNOWN,False,
power bank fast charging,other,Boat power bank fast charging Model 942,42017.0,3.2,4463.0,reliance digital,Free Delivery,UNKNOWN,False,
air fryer india,other,Dell air fryer India Model 679,41000.0,3.0,4008.0,flipkart,Free Delivery,UNKNOWN,False,
air fryer india,other,Sony air fryer India Model 449 ,37450.0,2.6,4046.0,reliance digital,Free Delivery,UNKNOWN,False,
air fryer india,other,Samsung air fryer India Model 811,8748.0,3.9,,amazon,2 Days,UNKNOWN,False,
microwave oven convection,other,Boat microwave oven convection Model 555,40310.0,3.7,,croma,5 Days,UNKNOWN,False,
power bank fast charging,other,Sony power bank fast charging Model 485,14257.0,3.3,4586.0,flipkart,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Boat office chair ergonomic Model 957,30490.0,2.9,4951.0,flipkart,5 Days,UNKNOWN,False,
power bank fast charging,other,Philips power bank fast charging Model 713,33479.0,3.5,1868.0,croma,5 Days,UNKNOWN,False,
men running shoes,fashion,Philips men running shoes Model 197,16859.0,2.9,3991.0,amazon,5 Days,UNKNOWN,False,
men running shoes,fashion,Boat men running shoes Model 599,38659.0,4.1,3508.0,flipkart,5 Days,UNKNOWN,False,
men running shoes,fashion,HP men running shoes Model 842,36141.0,4.4,523.0,croma,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Dell office chair ergonomic Model 675,39908.0,,1019.0,amazon,2 Days,UNKNOWN,False,
microwave oven convection,other,Dell microwave oven convection Model 991,2702.0,4.1,1510.0,amazon,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Dell office chair ergonomic Model 968,27549.0,3.7,1702.0,amazon,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Philips office chair ergonomic Model 629,32891.0,,2641.0,flipkart,Free Delivery,UNKNOWN,False,
microwave oven convection,other,HP microwave oven convection Model 573,31490.0,3.1,3081.0,amazon,2 Days,UNKNOWN,False,
men running shoes,fashion,LG men running shoes Model 141,4134.0,3.5,2553.0,reliance digital,2 Days,UNKNOWN,False,
men running shoes,fashion,LG men running shoes Model 731,48627.0,4.0,2347.0,reliance digital,2 Days,UNKNOWN,False,
microwave oven convection,other,Sony microwave oven convection Model 676,41297.0,4.3,2957.0,croma,5 Days,UNKNOWN,False,
men running shoes,fashion,Boat men running shoes Model 946,39259.0,3.6,3308.0,amazon,2 Days,UNKNOWN,False,
men running shoes,fashion,Dell men running shoes Model 200 ,4014.0,3.4,3811.0,flipkart,2 Days,UNKNOWN,False,
power bank fast charging,other,Samsung power bank fast charging Model 878,9900.0,3.4,3076.0,croma,5 Days,UNKNOWN,False,
air fryer india,other,Nike air fryer India Model 258,7313.0,4.8,4820.0,amazon,5 Days,UNKNOWN,False,
men running shoes,fashion,Dell men running shoes Model 244,23673.0,4.5,3927.0,croma,2 Days,UNKNOWN,False,
men running shoes,fashion,HP men running shoes Model 771,21140.0,3.7,2215.0,amazon,5 Days,UNKNOWN,False,
microwave oven convection,other,Boat microwave oven convection Model 219,19893.0,3.5,3165.0,amazon,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Nike office chair ergonomic Model 852,999.0,2.6,,reliance digital,2 Days,UNKNOWN,False,
microwave oven convection,other,Dell microwave oven convection Model 150,29474.0,2.5,3901.0,croma,2 Days,UNKNOWN,False,
microwave oven convection,other,LG microwave oven convection Model 304,23499.0,2.6,4843.0,amazon,2 Days,UNKNOWN,False,
air fryer india,other,Dell air fryer India Model 406,580.0,5.0,4288.0,reliance digital,Free Delivery,UNKNOWN,False,
power bank fast charging,other,Samsung power bank fast charging Model 292,2027.0,5.0,939.0,amazon,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,LG office chair ergonomic Model 239,38994.0,3.0,2868.0,reliance digital,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Philips office chair ergonomic Model 666,31575.0,5.0,1871.0,reliance digital,2 Days,UNKNOWN,False,
microwave oven convection,other,HP microwave oven convection Model 268,3182.0,3.3,278.0,flipkart,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Philips men running shoes Model 842,33315.0,3.7,1768.0,amazon,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 950,41261.0,4.0,808.0,flipkart,5 Days,UNKNOWN,False,
power bank fast charging,other,HP power bank fast charging Model 514,23139.0,3.5,3129.0,amazon,2 Days,UNKNOWN,False,
power bank fast charging,other,Boat power bank fast charging Model 872 ,41853.0,3.9,762.0,amazon,2 Days,UNKNOWN,False,
microwave oven convection,other,Puma microwave oven convection Model 666,12418.0,3.5,4483.0,reliance digital,Free Delivery,UNKNOWN,False,
air fryer india,other,Nike air fryer India Model 114,509.0,,3324.0,reliance digital,2 Days,UNKNOWN,False,
air fryer india,other,Dell air fryer India Model 326,21328.0,4.5,2894.0,amazon,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Puma office chair ergonomic Model 149,48111.0,4.1,96.0,croma,Free Delivery,UNKNOWN,False,
microwave oven convection,other,Nike microwave oven convection Model 989 ,33750.0,3.1,4457.0,reliance digital,Free Delivery,UNKNOWN,False,
microwave oven convection,other,Puma microwave oven convection Model 243,7911.0,4.3,3020.0,reliance digital,2 Days,UNKNOWN,False,
power bank fast charging,other,Boat power bank fast charging Model 254,4855.0,4.8,2336.0,reliance digital,Free Delivery,UNKNOWN,False,
microwave oven convection,other,Philips microwave oven convection Model 132 ,110800.0,3.8,4460.0,croma,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Dell office chair ergonomic Model 448,44077.0,5.0,4078.0,flipkart,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Philips office chair ergonomic Model 849,5498.0,2.9,1932.0,amazon,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Philips office chair ergonomic Model 137,10015.0,,2426.0,flipkart,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Puma men running shoes Model 575,24405.0,3.2,3131.0,reliance digital,Free Delivery,UNKNOWN,False,
men running shoes,fashion,LG men running shoes Model 503,13904.0,3.7,3400.0,croma,2 Days,UNKNOWN,False,
air fryer india,other,HP air fryer India Model 491,12698.0,,3540.0,reliance digital,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Dell men running shoes Model 997,12597.0,4.2,3096.0,amazon,5 Days,UNKNOWN,False,
microwave oven convection,other,LG microwave oven convection Model 638,4845.0,4.5,2320.0,croma,5 Days,UNKNOWN,False,
power bank fast charging,other,Dell power bank fast charging Model 238,15091.0,4.1,1955.0,croma,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,LG office chair ergonomic Model 100,7656.0,4.7,778.0,croma,5 Days,UNKNOWN,False,
air fryer india,other,Nike air fryer India Model 886 ,242370.0,4.7,745.0,flipkart,5 Days,UNKNOWN,False,
air fryer india,other,LG air fryer India Model 521,3501.0,2.7,4874.0,flipkart,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 134,2841.0,3.7,3132.0,croma,5 Days,UNKNOWN,False,
men running shoes,fashion,Philips men running shoes Model 661,4516.0,4.6,1771.0,flipkart,2 Days,UNKNOWN,False,
microwave oven convection,other,Puma microwave oven convection Model 387,27730.0,2.7,3521.0,croma,5 Days,UNKNOWN,False,
air fryer india,other,Philips air fryer India Model 575,1010.0,3.3,2030.0,flipkart,2 Days,UNKNOWN,False,
power bank fast charging,other,HP power bank fast charging Model 829,21387.0,3.4,3884.0,reliance digital,5 Days,UNKNOWN,False,
microwave oven convection,other,Sony microwave oven convection Model 479 ,229950.0,4.3,594.0,reliance digital,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,HP office chair ergonomic Model 981,10915.0,3.5,2068.0,amazon,Free Delivery,UNKNOWN,False,
power bank fast charging,other,HP power bank fast charging Model 839,37507.0,,574.0,flipkart,2 Days,UNKNOWN,False,
air fryer india,other,Boat air fryer India Model 227,31390.0,2.8,1021.0,flipkart,Free Delivery,UNKNOWN,False,
power bank fast charging,other,HP power bank fast charging Model 322,22563.0,4.2,658.0,croma,Free Delivery,UNKNOWN,False,
microwave oven convection,other,Nike microwave oven convection Model 591,23074.0,4.1,4557.0,flipkart,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Puma office chair ergonomic Model 795,32346.0,,15.0,flipkart,5 Days,UNKNOWN,False,
microwave oven convection,other,HP microwave oven convection Model 801,1014.0,4.8,556.0,flipkart,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 182,21133.0,2.9,2149.0,reliance digital,5 Days,UNKNOWN,False,
air fryer india,other,Puma air fryer India Model 123,40736.0,4.9,4282.0,amazon,Free Delivery,UNKNOWN,False,
air fryer india,other,Samsung air fryer India Model 923,20041.0,4.6,1686.0,reliance digital,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Dell office chair ergonomic Model 771 ,27544.0,4.4,923.0,flipkart,5 Days,UNKNOWN,False,
air fryer india,other,Samsung air fryer India Model 992 ,27560.0,4.8,982.0,flipkart,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,LG office chair ergonomic Model 452,44069.0,4.5,563.0,reliance digital,2 Days,UNKNOWN,False,
